userid,version,sum_gamerounds,retention_1,retention_7,treatment,engagement_segment
8917737,gate_40,20,0,1,1,medium
8917918,gate_30,15,1,0,0,medium
8917957,gate_40,413,1,1,1,high
8918134,gate_30,122,1,1,0,high
8918757,gate_30,58,0,1,0,high
8919205,gate_30,71,0,1,0,high
8919240,gate_30,2,0,0,0,low
8919446,gate_40,49,0,0,1,high
8919654,gate_40,12,0,0,1,medium
8919730,gate_30,2,0,0,0,low
8919844,gate_30,33,0,0,0,high
8919908,gate_40,1,0,0,1,low
8920017,gate_30,17,1,0,0,medium
8920317,gate_40,9,0,0,1,medium
8920405,gate_40,4,0,0,1,low
8920422,gate_30,116,1,1,0,high
8920484,gate_40,93,0,1,1,high
8920520,gate_40,21,1,0,1,medium
8920554,gate_40,28,1,0,1,medium
8920734,gate_40,2,0,1,1,low
8920759,gate_40,61,1,0,1,high
8921166,gate_40,159,1,0,1,high
8921272,gate_30,4,0,0,0,low
8921312,gate_40,7,1,0,1,medium
8921439,gate_40,2,0,0,1,low
8921458,gate_40,25,1,0,1,medium
8921474,gate_40,5,0,0,1,medium
8921614,gate_30,4,0,0,0,low
8921843,gate_40,213,1,1,1,high
8921876,gate_30,76,1,1,0,high
8922102,gate_30,13,0,0,0,medium
8922334,gate_40,229,1,1,1,high
8922389,gate_30,48,0,0,0,high
8922589,gate_40,0,0,0,1,non_player
8922725,gate_30,54,1,1,0,high
8922901,gate_30,27,1,0,0,medium
8923256,gate_40,82,1,0,1,high
8923333,gate_30,4,0,0,0,low
8923339,gate_40,27,1,0,1,medium
8923398,gate_40,1101,1,1,1,high
8923486,gate_30,4,0,0,0,low
8923610,gate_30,45,1,0,0,high
8923717,gate_40,361,1,1,1,high
8923883,gate_40,63,0,0,1,high
8924126,gate_30,5,0,0,0,medium
8924187,gate_30,392,1,1,0,high
8924205,gate_30,13,0,0,0,medium
8924274,gate_30,72,0,1,0,high
8924467,gate_30,12,0,1,0,medium
8924685,gate_30,2,0,0,0,low
8924697,gate_40,3,0,0,1,low
8924722,gate_40,26,0,0,1,medium
8924735,gate_40,1,0,0,1,low
8924853,gate_30,3,0,0,0,low
8924949,gate_30,61,1,0,0,high
8925087,gate_40,0,0,0,1,non_player
8925136,gate_30,10,0,0,0,medium
8925225,gate_40,2,0,0,1,low
8925331,gate_40,7,0,0,1,medium
8925346,gate_40,3,0,0,1,low
8925406,gate_40,172,1,1,1,high
8925447,gate_30,7,1,0,0,medium
8925620,gate_40,3,0,0,1,low
8925750,gate_40,65,1,0,1,high
8925764,gate_40,19,1,0,1,medium
8925818,gate_30,95,1,0,0,high
8925859,gate_40,94,1,1,1,high
8926082,gate_40,19,0,1,1,medium
8926090,gate_40,474,1,1,1,high
8926373,gate_30,69,1,0,0,high
8926457,gate_30,0,0,0,0,non_player
8926561,gate_40,171,1,0,1,high
8926946,gate_40,6,0,0,1,medium
8926975,gate_40,10,0,0,1,medium
8927562,gate_40,579,1,1,1,high
8927621,gate_40,19,0,0,1,medium
8927707,gate_30,2,0,0,0,low
8927725,gate_40,3,0,0,1,low
8927785,gate_40,199,1,0,1,high
8927837,gate_30,369,1,1,0,high
8928046,gate_30,3,0,0,0,low
8928119,gate_40,50,1,0,1,high
8928206,gate_30,5,0,0,0,medium
8928213,gate_30,324,1,1,0,high
8928287,gate_30,31,0,0,0,high
8928306,gate_40,215,1,1,1,high
8928318,gate_40,11,0,0,1,medium
8928322,gate_40,16,0,0,1,medium
8928330,gate_30,1,0,0,0,low
8928611,gate_30,9,1,0,0,medium
8929021,gate_30,101,1,0,0,high
8929026,gate_30,0,0,0,0,non_player
8929052,gate_30,9,0,0,0,medium
8929106,gate_30,8,0,0,0,medium
8929184,gate_30,3,0,0,0,low
8929216,gate_40,4,1,0,1,low
8929288,gate_40,80,1,0,1,high
8929317,gate_40,9,0,0,1,medium
8929554,gate_40,0,0,0,1,non_player
8929756,gate_40,0,0,0,1,non_player
8929927,gate_40,1,1,0,1,low
8929971,gate_30,13,1,0,0,medium
8930100,gate_40,4,0,0,1,low
8930156,gate_30,47,1,0,0,high
8930182,gate_30,1,0,0,0,low
8930187,gate_30,41,1,0,0,high
8930330,gate_30,21,0,0,0,medium
8930385,gate_30,130,1,1,0,high
8930392,gate_40,3,0,0,1,low
8930404,gate_40,21,1,0,1,medium
8930504,gate_30,63,1,0,0,high
8930653,gate_40,3,0,0,1,low
8930659,gate_40,2,0,0,1,low
8930696,gate_30,28,0,0,0,medium
8930700,gate_40,237,1,1,1,high
8930735,gate_40,10,0,0,1,medium
8930923,gate_40,69,0,0,1,high
8930997,gate_40,74,1,1,1,high
8931117,gate_40,192,1,0,1,high
8931344,gate_40,9,1,0,1,medium
8931392,gate_30,14,0,0,0,medium
8931472,gate_30,13,0,0,0,medium
8931576,gate_30,1,0,1,0,low
8931706,gate_30,5,0,0,0,medium
8932098,gate_30,3,0,0,0,low
8932213,gate_30,3,0,0,0,low
8932399,gate_30,200,1,1,0,high
8932488,gate_30,13,0,0,0,medium
8932608,gate_40,10,0,0,1,medium
8932745,gate_30,13,1,1,0,medium
8932911,gate_40,17,1,0,1,medium
8933007,gate_40,15,0,0,1,medium
8933155,gate_40,248,0,1,1,high
8933388,gate_40,2,0,0,1,low
8933442,gate_30,1,0,0,0,low
8933495,gate_30,69,0,0,0,high
8933887,gate_30,10,0,0,0,medium
8933996,gate_40,0,0,0,1,non_player
8934031,gate_40,101,0,0,1,high
8934182,gate_40,11,1,0,1,medium
8934359,gate_40,2,0,0,1,low
8934510,gate_30,1,0,0,0,low
8934575,gate_30,18,0,0,0,medium
8934581,gate_40,89,0,1,1,high
8934670,gate_40,4,0,0,1,low
8934935,gate_40,58,0,1,1,high
8935069,gate_40,1,0,0,1,low
8935181,gate_30,18,0,0,0,medium
8935226,gate_40,12,1,0,1,medium
8935262,gate_30,5,0,0,0,medium
8935366,gate_30,55,1,0,0,high
8935532,gate_40,9,0,0,1,medium
8935572,gate_30,31,0,0,0,high
8935575,gate_40,18,0,0,1,medium
8935722,gate_40,18,0,0,1,medium
8935783,gate_30,31,0,0,0,high
8935929,gate_30,5,0,0,0,medium
8936088,gate_30,252,1,0,0,high
8936089,gate_40,76,1,1,1,high
8936378,gate_40,4,0,0,1,low
8936443,gate_40,8,0,0,1,medium
8936754,gate_30,7,1,0,0,medium
8936761,gate_30,10,0,0,0,medium
8936781,gate_30,4,0,0,0,low
8937092,gate_40,191,1,1,1,high
8937419,gate_30,12,0,0,0,medium
8937434,gate_40,11,0,0,1,medium
8937508,gate_30,0,0,0,0,non_player
8937678,gate_40,1,0,0,1,low
8937703,gate_30,21,0,0,0,medium
8937747,gate_30,40,1,0,0,high
8937762,gate_40,123,1,0,1,high
8937875,gate_40,10,0,0,1,medium
8937956,gate_40,0,0,0,1,non_player
8938020,gate_40,88,1,0,1,high
8938407,gate_40,8,0,0,1,medium
8938431,gate_40,44,1,1,1,high
8938710,gate_40,1,0,0,1,low
8938714,gate_40,3,0,0,1,low
8938771,gate_30,76,1,0,0,high
8938817,gate_40,324,1,0,1,high
8938954,gate_40,13,1,0,1,medium
8938956,gate_40,0,0,0,1,non_player
8939132,gate_40,3,0,0,1,low
8939172,gate_40,2,0,0,1,low
8939264,gate_30,15,0,0,0,medium
8939350,gate_40,6,0,0,1,medium
8939363,gate_30,7,0,0,0,medium
8939456,gate_30,17,0,1,0,medium
8939462,gate_40,4,1,0,1,low
8939527,gate_30,37,1,0,0,high
8939576,gate_30,64,1,0,0,high
8939835,gate_40,1,0,0,1,low
8939897,gate_40,1,0,0,1,low
8939931,gate_40,160,1,1,1,high
8940195,gate_30,273,1,1,0,high
8940290,gate_30,231,1,0,0,high
8940452,gate_30,1,0,0,0,low
8940512,gate_40,14,0,0,1,medium
8940610,gate_40,1,0,0,1,low
8940645,gate_40,3,0,0,1,low
8940893,gate_30,12,0,0,0,medium
8940996,gate_40,2,0,0,1,low
8941009,gate_40,168,1,1,1,high
8941059,gate_40,172,1,1,1,high
8941184,gate_40,51,0,0,1,high
8941266,gate_30,15,0,0,0,medium
8941297,gate_40,8,0,0,1,medium
8941554,gate_40,49,0,0,1,high
8941661,gate_30,67,1,0,0,high
8941732,gate_30,70,1,0,0,high
8941940,gate_40,28,1,0,1,medium
8942130,gate_40,5,0,0,1,medium
8942189,gate_30,0,0,0,0,non_player
8942192,gate_30,9,0,0,0,medium
8942494,gate_30,13,0,0,0,medium
8942604,gate_30,9,1,0,0,medium
8942752,gate_30,1,0,0,0,low
8942755,gate_40,2,0,0,1,low
8943030,gate_30,135,1,0,0,high
8943221,gate_40,4,0,0,1,low
8943253,gate_40,21,0,0,1,medium
8943295,gate_30,3,0,0,0,low
8943340,gate_40,0,0,0,1,non_player
8943468,gate_30,2,0,0,0,low
8943584,gate_40,92,1,0,1,high
8943832,gate_30,19,1,0,0,medium
8943937,gate_40,32,1,0,1,high
8943973,gate_30,23,0,0,0,medium
8944311,gate_40,83,0,0,1,high
8944380,gate_30,36,1,0,0,high
8944588,gate_40,16,0,0,1,medium
8944891,gate_30,327,1,1,0,high
8944916,gate_40,6,1,0,1,medium
8944951,gate_40,445,1,1,1,high
8945030,gate_40,4,0,0,1,low
8945096,gate_30,127,1,1,0,high
8945195,gate_40,1,0,0,1,low
8945293,gate_30,73,1,0,0,high
8945505,gate_30,21,1,0,0,medium
8945619,gate_40,32,1,0,1,high
8945622,gate_30,8,1,0,0,medium
8945645,gate_40,1,0,0,1,low
8945692,gate_30,14,0,0,0,medium
8945988,gate_40,185,0,1,1,high
8945991,gate_40,1,0,0,1,low
8946045,gate_30,13,1,0,0,medium
8946138,gate_30,2,0,0,0,low
8946275,gate_40,54,0,0,1,high
8946448,gate_30,2,0,0,0,low
8946499,gate_30,11,0,0,0,medium
8946735,gate_40,37,0,0,1,high
8946804,gate_40,8,0,0,1,medium
8947143,gate_40,30,0,0,1,high
8947633,gate_40,116,1,0,1,high
8947692,gate_30,15,0,0,0,medium
8948277,gate_30,155,1,1,0,high
8948413,gate_30,0,0,0,0,non_player
8948432,gate_40,63,0,1,1,high
8948531,gate_30,39,1,0,0,high
8948724,gate_30,13,1,1,0,medium
8948862,gate_30,2,0,0,0,low
8948949,gate_30,26,1,0,0,medium
8949676,gate_40,108,1,1,1,high
8949881,gate_40,2,0,0,1,low
8950085,gate_40,0,0,0,1,non_player
8950137,gate_40,1,0,0,1,low
8950151,gate_40,16,0,0,1,medium
8950315,gate_40,127,1,1,1,high
8950348,gate_40,62,1,1,1,high
8950505,gate_40,117,1,1,1,high
8950517,gate_40,19,0,0,1,medium
8950529,gate_40,10,0,0,1,medium
8950573,gate_30,4,1,0,0,low
8950625,gate_30,78,0,0,0,high
8950702,gate_30,9,0,0,0,medium
8950724,gate_30,146,1,0,0,high
8950827,gate_40,2,0,0,1,low
8950947,gate_30,59,0,1,0,high
8950952,gate_30,5,0,0,0,medium
8951005,gate_30,44,1,0,0,high
8951163,gate_40,122,1,0,1,high
8951242,gate_30,46,0,0,0,high
8951375,gate_30,48,1,0,0,high
8951501,gate_40,1,0,0,1,low
8951602,gate_40,2,0,0,1,low
8951886,gate_40,2,0,0,1,low
8951983,gate_40,22,1,0,1,medium
8952063,gate_40,48,1,0,1,high
8952130,gate_30,42,1,1,0,high
8952183,gate_30,41,1,0,0,high
8952242,gate_40,106,0,1,1,high
8952246,gate_30,3,0,0,0,low
8952288,gate_40,2,0,0,1,low
8952352,gate_30,8,0,0,0,medium
8952445,gate_40,1529,1,1,1,high
8952447,gate_40,23,1,1,1,medium
8952524,gate_40,20,1,0,1,medium
8952597,gate_40,10,0,0,1,medium
8952601,gate_30,41,0,1,0,high
8952832,gate_30,27,0,0,0,medium
8952893,gate_30,2,0,0,0,low
8952922,gate_40,10,1,0,1,medium
8953365,gate_30,241,1,1,0,high
8953425,gate_30,147,1,1,0,high
8953465,gate_40,30,1,0,1,high
8953531,gate_40,4,0,0,1,low
8953918,gate_30,5,0,0,0,medium
8953956,gate_30,55,1,1,0,high
8953994,gate_40,6,0,1,1,medium
8954307,gate_40,23,1,0,1,medium
8954509,gate_30,8,0,0,0,medium
8954530,gate_40,2,0,0,1,low
8954724,gate_30,6,0,0,0,medium
8954850,gate_40,3,0,0,1,low
8954869,gate_30,122,1,1,0,high
8954877,gate_40,156,1,1,1,high
8955024,gate_40,8,0,0,1,medium
8955126,gate_30,14,0,0,0,medium
8955411,gate_30,16,1,0,0,medium
8955533,gate_30,101,1,1,0,high
8955595,gate_30,38,1,0,0,high
8955753,gate_40,0,0,0,1,non_player
8955985,gate_40,48,1,0,1,high
8956132,gate_40,5,0,0,1,medium
8956135,gate_30,7,0,0,0,medium
8956334,gate_30,2,0,0,0,low
8956358,gate_30,72,0,1,0,high
8956473,gate_30,17,0,1,0,medium
8956532,gate_30,147,1,0,0,high
8956723,gate_40,29,0,0,1,medium
8957195,gate_30,2,0,0,0,low
8957212,gate_40,1,0,0,1,low
8957271,gate_30,1,0,0,0,low
8957309,gate_30,5,0,0,0,medium
8957558,gate_30,1,1,0,0,low
8957670,gate_30,305,1,1,0,high
8957829,gate_40,2,0,0,1,low
8957954,gate_40,8,0,0,1,medium
8958024,gate_30,5,0,0,0,medium
8958047,gate_40,111,1,1,1,high
8958124,gate_40,34,1,0,1,high
8958434,gate_30,18,0,1,0,medium
8958529,gate_30,0,0,0,0,non_player
8958747,gate_40,82,1,0,1,high
8958754,gate_40,6,0,0,1,medium
8959117,gate_40,19,1,0,1,medium
8959142,gate_40,15,1,0,1,medium
8959235,gate_30,143,1,1,0,high
8959440,gate_30,0,0,0,0,non_player
8959578,gate_30,88,1,1,0,high
8959615,gate_30,22,0,0,0,medium
8959853,gate_40,5,0,0,1,medium
8960012,gate_40,264,1,1,1,high
8960104,gate_30,96,1,1,0,high
8960231,gate_40,8,0,0,1,medium
8960277,gate_30,20,0,0,0,medium
8960336,gate_40,34,1,0,1,high
8960551,gate_40,9,0,0,1,medium
8960552,gate_40,45,1,0,1,high
8961030,gate_40,40,1,1,1,high
8961128,gate_30,111,1,0,0,high
8961142,gate_40,27,1,0,1,medium
8961166,gate_30,1,0,0,0,low
8961263,gate_30,26,1,0,0,medium
8961283,gate_30,15,0,0,0,medium
8961322,gate_30,1,0,0,0,low
8961327,gate_30,5,0,0,0,medium
8961450,gate_30,10,0,0,0,medium
8961481,gate_30,112,1,1,0,high
8961539,gate_30,7,0,0,0,medium
8961649,gate_30,147,1,1,0,high
8961682,gate_30,13,0,0,0,medium
8961791,gate_40,7,1,0,1,medium
8961801,gate_40,3,1,1,1,low
8961828,gate_40,6,0,0,1,medium
8961940,gate_40,4,0,0,1,low
8962030,gate_30,10,1,0,0,medium
8962097,gate_40,53,1,0,1,high
8962120,gate_30,95,1,1,0,high
8962165,gate_30,29,1,1,0,medium
8962197,gate_40,14,0,0,1,medium
8962277,gate_40,37,1,0,1,high
8962358,gate_30,34,1,0,0,high
8962386,gate_30,46,1,0,0,high
8962436,gate_40,110,1,0,1,high
8962522,gate_30,6,0,0,0,medium
8962648,gate_30,14,1,0,0,medium
8962895,gate_30,145,1,1,0,high
8962953,gate_40,48,1,0,1,high
8962998,gate_40,137,0,1,1,high
8963042,gate_40,5,0,0,1,medium
8963321,gate_40,269,1,1,1,high
8963393,gate_40,11,0,0,1,medium
8963451,gate_30,50,1,0,0,high
8963732,gate_30,1,0,0,0,low
8963746,gate_30,74,1,0,0,high
8963806,gate_30,45,1,0,0,high
8963885,gate_40,25,1,0,1,medium
8964492,gate_40,0,0,0,1,non_player
8964549,gate_40,14,0,0,1,medium
8964660,gate_30,2,0,0,0,low
8964894,gate_40,41,1,0,1,high
8964994,gate_40,6,1,0,1,medium
8965012,gate_30,105,1,1,0,high
8965138,gate_30,30,1,0,0,high
8965309,gate_30,11,1,0,0,medium
8965336,gate_40,5,0,0,1,medium
8965369,gate_30,4,0,0,0,low
8965422,gate_40,6,1,0,1,medium
8965607,gate_40,91,1,0,1,high
8965647,gate_30,4,0,0,0,low
8965760,gate_30,47,1,1,0,high
8965798,gate_30,3,0,0,0,low
8965809,gate_40,1,0,0,1,low
8966002,gate_30,13,0,0,0,medium
8966101,gate_30,140,1,1,0,high
8966221,gate_40,92,0,0,1,high
8966223,gate_30,58,0,0,0,high
8966322,gate_30,16,0,0,0,medium
8966552,gate_30,57,1,1,0,high
8966565,gate_30,5,0,0,0,medium
8966790,gate_30,7,1,0,0,medium
8966844,gate_40,0,0,0,1,non_player
8967022,gate_40,85,1,1,1,high
8967112,gate_30,3,0,0,0,low
8967150,gate_30,13,1,0,0,medium
8967156,gate_40,408,1,1,1,high
8967389,gate_40,13,0,0,1,medium
8967442,gate_30,301,0,1,0,high
8967453,gate_30,6,0,0,0,medium
8967666,gate_30,40,1,0,0,high
8967816,gate_40,3,0,0,1,low
8967852,gate_30,67,1,0,0,high
8967893,gate_30,141,1,1,0,high
8968067,gate_30,100,1,0,0,high
8968391,gate_40,17,1,0,1,medium
8968404,gate_30,12,0,0,0,medium
8968422,gate_40,77,1,0,1,high
8968578,gate_30,88,1,0,0,high
8968669,gate_30,2,0,0,0,low
8968937,gate_40,3,1,0,1,low
8969293,gate_30,59,0,1,0,high
8969339,gate_30,3,0,0,0,low
8969340,gate_30,9,1,0,0,medium
8969416,gate_30,1,0,0,0,low
8969503,gate_30,56,0,0,0,high
8969677,gate_40,1,0,0,1,low
8969678,gate_40,20,1,0,1,medium
8969679,gate_40,70,0,0,1,high
8969985,gate_40,7,0,0,1,medium
8970004,gate_30,37,0,0,0,high
8970016,gate_40,167,1,0,1,high
8970107,gate_30,1,0,0,0,low
8970115,gate_30,2,0,0,0,low
8970294,gate_30,237,1,1,0,high
8970511,gate_30,53,0,1,0,high
8970610,gate_40,6,0,0,1,medium
8970893,gate_30,29,1,0,0,medium
8970900,gate_40,19,0,0,1,medium
8970945,gate_30,0,0,0,0,non_player
8970956,gate_40,33,1,0,1,high
8971163,gate_30,15,1,0,0,medium
8971326,gate_30,56,1,1,0,high
8971330,gate_40,54,1,0,1,high
8971466,gate_40,13,1,0,1,medium
8971513,gate_30,2,0,0,0,low
8971546,gate_40,102,0,1,1,high
8971846,gate_30,26,1,0,0,medium
8972013,gate_40,46,1,0,1,high
8972095,gate_30,13,0,0,0,medium
8972220,gate_30,20,0,0,0,medium
8972531,gate_40,15,0,0,1,medium
8972582,gate_40,11,0,0,1,medium
8972623,gate_30,98,1,0,0,high
8972655,gate_40,114,1,1,1,high
8972771,gate_30,33,0,0,0,high
8972900,gate_40,8,0,0,1,medium
8973024,gate_40,15,1,1,1,medium
8973034,gate_30,15,0,0,0,medium
8973055,gate_30,23,0,0,0,medium
8973096,gate_40,4,0,0,1,low
8973124,gate_40,17,1,0,1,medium
8973372,gate_30,6,0,0,0,medium
8973496,gate_30,2,1,0,0,low
8973567,gate_40,185,1,1,1,high
8973569,gate_40,83,1,0,1,high
8973613,gate_40,548,1,1,1,high
8973672,gate_40,2,0,0,1,low
8974321,gate_30,254,1,1,0,high
8974507,gate_40,2,1,0,1,low
8974602,gate_40,1,0,0,1,low
8974610,gate_40,5,0,0,1,medium
8974666,gate_30,77,1,1,0,high
8974704,gate_30,312,1,1,0,high
8974870,gate_40,11,0,0,1,medium
8974899,gate_40,114,1,1,1,high
8974970,gate_30,2,0,0,0,low
8975066,gate_40,48,1,0,1,high
8975098,gate_40,2,0,0,1,low
8975143,gate_40,12,0,0,1,medium
8975282,gate_30,30,0,0,0,high
8975339,gate_40,5,0,0,1,medium
8975386,gate_30,0,0,0,0,non_player
8975887,gate_40,17,1,0,1,medium
8975972,gate_30,68,1,1,0,high
8975999,gate_40,32,1,0,1,high
8976006,gate_30,72,1,0,0,high
8976056,gate_30,2,0,0,0,low
8976188,gate_40,179,1,1,1,high
8976219,gate_40,4,0,0,1,low
8976250,gate_30,1,0,0,0,low
8976268,gate_30,7,0,0,0,medium
8976269,gate_30,5,0,0,0,medium
8976305,gate_40,12,1,0,1,medium
8976341,gate_40,37,1,1,1,high
8976386,gate_40,13,0,0,1,medium
8976685,gate_30,73,0,0,0,high
8976784,gate_40,42,1,0,1,high
8976802,gate_40,2,0,0,1,low
8976991,gate_40,9,0,1,1,medium
8977035,gate_40,16,1,0,1,medium
8977085,gate_30,2,0,0,0,low
8977135,gate_40,332,1,1,1,high
8977136,gate_40,30,0,0,1,high
8977327,gate_30,47,1,0,0,high
8977421,gate_40,3,0,0,1,low
8977592,gate_30,129,1,0,0,high
8977598,gate_40,34,1,0,1,high
8977851,gate_40,54,1,0,1,high
8977904,gate_30,28,1,0,0,medium
8977954,gate_30,4,0,0,0,low
8977981,gate_40,151,1,0,1,high
8978092,gate_40,21,1,0,1,medium
8978101,gate_30,3,0,0,0,low
8978156,gate_30,3,0,0,0,low
8978466,gate_30,16,0,1,0,medium
8978655,gate_40,7,0,0,1,medium
8978790,gate_40,3,0,0,1,low
8978828,gate_30,0,0,0,0,non_player
8979157,gate_30,4,0,0,0,low
8979714,gate_40,4,0,0,1,low
8979751,gate_30,8,1,0,0,medium
8980110,gate_30,8,0,0,0,medium
8980158,gate_40,66,1,0,1,high
8980170,gate_40,1,0,0,1,low
8980172,gate_30,2,0,0,0,low
8980236,gate_40,17,1,0,1,medium
8980478,gate_40,20,1,0,1,medium
8980516,gate_30,14,0,0,0,medium
8980681,gate_40,0,0,0,1,non_player
8980697,gate_40,37,1,0,1,high
8980716,gate_40,4,0,0,1,low
8980817,gate_30,3,0,0,0,low
8980822,gate_30,4,0,0,0,low
8980861,gate_40,14,1,0,1,medium
8980957,gate_30,131,1,1,0,high
8981061,gate_30,8,0,0,0,medium
8981124,gate_40,4,0,0,1,low
8981126,gate_40,9,1,0,1,medium
8981221,gate_40,10,0,0,1,medium
8981305,gate_30,13,1,0,0,medium
8981313,gate_30,0,0,0,0,non_player
8981329,gate_30,7,0,0,0,medium
8981337,gate_40,91,1,0,1,high
8981524,gate_40,10,1,0,1,medium
8981547,gate_40,76,1,1,1,high
8981584,gate_30,8,0,0,0,medium
8981917,gate_30,0,0,0,0,non_player
8982056,gate_30,143,1,0,0,high
8982121,gate_30,38,0,0,0,high
8982421,gate_40,53,1,1,1,high
8982470,gate_40,25,1,0,1,medium
8982827,gate_30,3,0,0,0,low
8982899,gate_40,5,0,0,1,medium
8983066,gate_40,21,0,0,1,medium
8983134,gate_30,6,0,0,0,medium
8983184,gate_40,52,1,1,1,high
8983244,gate_30,13,1,0,0,medium
8983276,gate_30,226,1,1,0,high
8983367,gate_30,10,0,0,0,medium
8983558,gate_40,8,1,0,1,medium
8983718,gate_40,306,1,1,1,high
8983843,gate_40,37,1,0,1,high
8983877,gate_40,21,1,0,1,medium
8983888,gate_40,18,0,0,1,medium
8983891,gate_30,101,1,0,0,high
8983995,gate_30,4,0,0,0,low
8984021,gate_40,53,1,1,1,high
8984044,gate_30,128,1,1,0,high
8984072,gate_40,10,1,0,1,medium
8984080,gate_40,136,1,0,1,high
8984174,gate_40,14,0,0,1,medium
8984234,gate_40,143,0,1,1,high
8984255,gate_40,18,0,0,1,medium
8984269,gate_40,71,1,0,1,high
8984336,gate_30,21,1,0,0,medium
8984374,gate_30,18,0,0,0,medium
8984433,gate_40,67,1,0,1,high
8984481,gate_40,78,1,1,1,high
8984491,gate_30,2,0,0,0,low
8984561,gate_30,124,1,0,0,high
8984594,gate_40,4,0,0,1,low
8984603,gate_40,4,0,0,1,low
8984693,gate_40,53,1,0,1,high
8984739,gate_40,4,0,0,1,low
8984864,gate_30,50,1,1,0,high
8984959,gate_40,316,1,1,1,high
8984999,gate_40,13,0,0,1,medium
8985220,gate_40,22,1,0,1,medium
8985276,gate_30,31,1,1,0,high
8985356,gate_40,2,0,0,1,low
8985388,gate_40,2,0,0,1,low
8985425,gate_30,37,1,0,0,high
8985466,gate_30,3,0,0,0,low
8985768,gate_30,2,1,0,0,low
8985845,gate_30,34,0,0,0,high
8985861,gate_40,79,1,1,1,high
8985865,gate_40,4,0,0,1,low
8986025,gate_40,9,0,0,1,medium
8986107,gate_40,38,0,0,1,high
8986127,gate_40,139,1,0,1,high
8986181,gate_30,327,1,1,0,high
8986221,gate_40,7,0,0,1,medium
8986277,gate_40,4,0,0,1,low
8986340,gate_30,3,1,0,0,low
8986352,gate_40,20,0,0,1,medium
8986373,gate_30,2,0,0,0,low
8986407,gate_30,42,1,1,0,high
8986535,gate_40,2,0,0,1,low
8986662,gate_40,147,1,0,1,high
8986803,gate_30,41,1,0,0,high
8986813,gate_30,15,0,0,0,medium
8986831,gate_40,39,0,1,1,high
8986838,gate_30,7,0,0,0,medium
8986929,gate_40,42,1,0,1,high
8986975,gate_40,2,0,0,1,low
8987047,gate_30,4,0,0,0,low
8987218,gate_40,9,0,0,1,medium
8987299,gate_40,2,0,0,1,low
8987422,gate_30,3,0,0,0,low
8987450,gate_40,9,0,0,1,medium
8987585,gate_30,48,1,1,0,high
8987620,gate_40,40,0,0,1,high
8987714,gate_40,61,1,0,1,high
8987763,gate_40,855,1,1,1,high
8987905,gate_30,58,1,1,0,high
8988128,gate_40,2,0,0,1,low
8988434,gate_30,3,0,0,0,low
8988437,gate_30,2,0,0,0,low
8988503,gate_40,54,0,1,1,high
8988521,gate_40,2,0,0,1,low
8988534,gate_40,7,1,0,1,medium
8988632,gate_30,13,0,0,0,medium
8988736,gate_40,1,0,0,1,low
8988854,gate_40,358,1,1,1,high
8988864,gate_40,10,0,0,1,medium
8988893,gate_40,3,0,0,1,low
8988944,gate_40,41,1,0,1,high
8989239,gate_30,14,0,1,0,medium
8989285,gate_30,11,0,0,0,medium
8989339,gate_40,36,0,0,1,high
8989561,gate_30,4,0,0,0,low
8989924,gate_30,3,0,0,0,low
8990136,gate_40,2,0,0,1,low
8990867,gate_30,1,0,0,0,low
8990944,gate_30,2,0,0,0,low
8990979,gate_40,59,1,1,1,high
8991033,gate_40,4,0,0,1,low
8991081,gate_40,8,1,0,1,medium
8991187,gate_40,1,0,0,1,low
8991206,gate_40,2,0,0,1,low
8991207,gate_40,563,1,1,1,high
8991292,gate_40,11,0,0,1,medium
8991561,gate_40,0,0,0,1,non_player
8991658,gate_30,15,0,0,0,medium
8991695,gate_30,70,1,0,0,high
8991819,gate_30,26,1,0,0,medium
8991952,gate_40,4,0,0,1,low
8992037,gate_30,1288,1,1,0,high
8992374,gate_40,97,1,1,1,high
8992560,gate_40,14,1,0,1,medium
8992585,gate_30,18,0,0,0,medium
8992670,gate_40,19,0,0,1,medium
8992712,gate_40,22,1,0,1,medium
8992725,gate_30,5,0,0,0,medium
8992970,gate_40,21,1,0,1,medium
8993021,gate_30,64,0,0,0,high
8993022,gate_40,60,1,0,1,high
8993069,gate_40,10,0,0,1,medium
8993413,gate_30,63,0,1,0,high
8993484,gate_30,4,0,0,0,low
8993532,gate_40,1,0,0,1,low
8993571,gate_30,206,1,1,0,high
8993651,gate_40,8,1,0,1,medium
8993956,gate_30,4,0,0,0,low
8993993,gate_40,2,0,0,1,low
8994034,gate_30,4,1,0,0,low
8994099,gate_40,7,0,0,1,medium
8994323,gate_40,34,0,0,1,high
8994381,gate_40,22,0,0,1,medium
8994490,gate_40,15,1,0,1,medium
8994519,gate_40,4,0,0,1,low
8994935,gate_30,4,0,0,0,low
8995044,gate_30,14,1,0,0,medium
8995220,gate_40,0,0,0,1,non_player
8995235,gate_40,9,0,0,1,medium
8995433,gate_40,22,0,1,1,medium
8995921,gate_30,3,0,0,0,low
8996021,gate_30,26,0,0,0,medium
8996086,gate_40,98,1,0,1,high
8996152,gate_40,123,0,0,1,high
8996297,gate_30,12,0,1,0,medium
8996317,gate_40,19,0,0,1,medium
8996370,gate_40,101,1,0,1,high
8996402,gate_40,12,0,0,1,medium
8996412,gate_40,10,0,0,1,medium
8996535,gate_40,1,0,0,1,low
